dataset,instancia,n,M,archivo
programacion-dinamica-contra-backtracking,DP-VS-BT-750000,45,750000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-750000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-760000,45,760000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-760000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-770000,45,770000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-770000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-780000,45,780000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-780000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-790000,45,790000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-790000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-800000,45,800000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-800000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-810000,45,810000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-810000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-820000,45,820000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-820000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-830000,45,830000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-830000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-840000,45,840000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-840000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-850000,45,850000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-850000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-860000,45,860000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-860000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-870000,45,870000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-870000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-880000,45,880000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-880000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-890000,45,890000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-890000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-900000,45,900000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-900000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-910000,45,910000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-910000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-920000,45,920000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-920000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-930000,45,930000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-930000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-940000,45,940000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-940000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-950000,45,950000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-950000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-960000,45,960000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-960000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-970000,45,970000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-970000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-980000,45,980000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-980000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-990000,45,990000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-990000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1000000,45,1000000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1000000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1010000,45,1010000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1010000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1020000,45,1020000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1020000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1030000,45,1030000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1030000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1040000,45,1040000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1040000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1050000,45,1050000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1050000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1060000,45,1060000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1060000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1070000,45,1070000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1070000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1080000,45,1080000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1080000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1090000,45,1090000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1090000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1100000,45,1100000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1100000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1110000,45,1110000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1110000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1120000,45,1120000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1120000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1130000,45,1130000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1130000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1140000,45,1140000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1140000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1150000,45,1150000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1150000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1160000,45,1160000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1160000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1170000,45,1170000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1170000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1180000,45,1180000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1180000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1190000,45,1190000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1190000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1200000,45,1200000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1200000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1210000,45,1210000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1210000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1220000,45,1220000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1220000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1230000,45,1230000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1230000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1240000,45,1240000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1240000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1250000,45,1250000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1250000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1260000,45,1260000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1260000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1270000,45,1270000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1270000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1280000,45,1280000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1280000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1290000,45,1290000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1290000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1300000,45,1300000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1300000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1310000,45,1310000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1310000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1320000,45,1320000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1320000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1330000,45,1330000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1330000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1340000,45,1340000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1340000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1350000,45,1350000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1350000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1360000,45,1360000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1360000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1370000,45,1370000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1370000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1380000,45,1380000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1380000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1390000,45,1390000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1390000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1400000,45,1400000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1400000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1410000,45,1410000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1410000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1420000,45,1420000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1420000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1430000,45,1430000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1430000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1440000,45,1440000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1440000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1450000,45,1450000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1450000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1460000,45,1460000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1460000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1470000,45,1470000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1470000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1480000,45,1480000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1480000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1490000,45,1490000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1490000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1500000,45,1500000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1500000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1510000,45,1510000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1510000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1520000,45,1520000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1520000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1530000,45,1530000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1530000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1540000,45,1540000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1540000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1550000,45,1550000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1550000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1560000,45,1560000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1560000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1570000,45,1570000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1570000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1580000,45,1580000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1580000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1590000,45,1590000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1590000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1600000,45,1600000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1600000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1610000,45,1610000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1610000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1620000,45,1620000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1620000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1630000,45,1630000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1630000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1640000,45,1640000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1640000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1650000,45,1650000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1650000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1660000,45,1660000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1660000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1670000,45,1670000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1670000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1680000,45,1680000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1680000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1690000,45,1690000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1690000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1700000,45,1700000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1700000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1710000,45,1710000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1710000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1720000,45,1720000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1720000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1730000,45,1730000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1730000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1740000,45,1740000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1740000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1750000,45,1750000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1750000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1760000,45,1760000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1760000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1770000,45,1770000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1770000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1780000,45,1780000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1780000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1790000,45,1790000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1790000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1800000,45,1800000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1800000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1810000,45,1810000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1810000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1820000,45,1820000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1820000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1830000,45,1830000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1830000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1840000,45,1840000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1840000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1850000,45,1850000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1850000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1860000,45,1860000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1860000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1870000,45,1870000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1870000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1880000,45,1880000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1880000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1890000,45,1890000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1890000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1900000,45,1900000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1900000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1910000,45,1910000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1910000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1920000,45,1920000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1920000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1930000,45,1930000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1930000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1940000,45,1940000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1940000.txt
programacion-dinamica-contra-backtracking,DP-VS-BT-1950000,45,1950000,instancias/programacion-dinamica-contra-backtracking/DP-VS-BT-1950000.txt
