dataset,instancia,n,M,archivo
programacion-dinamica,DP-3500-1500,3500,1500,instancias/programacion-dinamica/DP-3500-1500.txt
programacion-dinamica,DP-3500-2000,3500,2000,instancias/programacion-dinamica/DP-3500-2000.txt
programacion-dinamica,DP-3500-2500,3500,2500,instancias/programacion-dinamica/DP-3500-2500.txt
programacion-dinamica,DP-3500-3000,3500,3000,instancias/programacion-dinamica/DP-3500-3000.txt
programacion-dinamica,DP-3500-3500,3500,3500,instancias/programacion-dinamica/DP-3500-3500.txt
programacion-dinamica,DP-3500-4000,3500,4000,instancias/programacion-dinamica/DP-3500-4000.txt
programacion-dinamica,DP-3500-4500,3500,4500,instancias/programacion-dinamica/DP-3500-4500.txt
programacion-dinamica,DP-3500-5000,3500,5000,instancias/programacion-dinamica/DP-3500-5000.txt
programacion-dinamica,DP-3500-5500,3500,5500,instancias/programacion-dinamica/DP-3500-5500.txt
programacion-dinamica,DP-3500-6000,3500,6000,instancias/programacion-dinamica/DP-3500-6000.txt
programacion-dinamica,DP-3500-6500,3500,6500,instancias/programacion-dinamica/DP-3500-6500.txt
programacion-dinamica,DP-3500-7000,3500,7000,instancias/programacion-dinamica/DP-3500-7000.txt
programacion-dinamica,DP-3500-7500,3500,7500,instancias/programacion-dinamica/DP-3500-7500.txt
programacion-dinamica,DP-3500-8000,3500,8000,instancias/programacion-dinamica/DP-3500-8000.txt
programacion-dinamica,DP-3500-8500,3500,8500,instancias/programacion-dinamica/DP-3500-8500.txt
programacion-dinamica,DP-3500-9000,3500,9000,instancias/programacion-dinamica/DP-3500-9000.txt
programacion-dinamica,DP-3500-9500,3500,9500,instancias/programacion-dinamica/DP-3500-9500.txt
programacion-dinamica,DP-4000-500,4000,500,instancias/programacion-dinamica/DP-4000-500.txt
programacion-dinamica,DP-4000-1000,4000,1000,instancias/programacion-dinamica/DP-4000-1000.txt
programacion-dinamica,DP-4000-1500,4000,1500,instancias/programacion-dinamica/DP-4000-1500.txt
programacion-dinamica,DP-4000-2000,4000,2000,instancias/programacion-dinamica/DP-4000-2000.txt
programacion-dinamica,DP-4000-2500,4000,2500,instancias/programacion-dinamica/DP-4000-2500.txt
programacion-dinamica,DP-4000-3000,4000,3000,instancias/programacion-dinamica/DP-4000-3000.txt
programacion-dinamica,DP-4000-3500,4000,3500,instancias/programacion-dinamica/DP-4000-3500.txt
programacion-dinamica,DP-4000-4000,4000,4000,instancias/programacion-dinamica/DP-4000-4000.txt
programacion-dinamica,DP-4000-4500,4000,4500,instancias/programacion-dinamica/DP-4000-4500.txt
programacion-dinamica,DP-4000-5000,4000,5000,instancias/programacion-dinamica/DP-4000-5000.txt
programacion-dinamica,DP-4000-5500,4000,5500,instancias/programacion-dinamica/DP-4000-5500.txt
programacion-dinamica,DP-4000-6000,4000,6000,instancias/programacion-dinamica/DP-4000-6000.txt
programacion-dinamica,DP-4000-6500,4000,6500,instancias/programacion-dinamica/DP-4000-6500.txt
programacion-dinamica,DP-4000-7000,4000,7000,instancias/programacion-dinamica/DP-4000-7000.txt
programacion-dinamica,DP-4000-7500,4000,7500,instancias/programacion-dinamica/DP-4000-7500.txt
programacion-dinamica,DP-4000-8000,4000,8000,instancias/programacion-dinamica/DP-4000-8000.txt
programacion-dinamica,DP-4000-8500,4000,8500,instancias/programacion-dinamica/DP-4000-8500.txt
programacion-dinamica,DP-4000-9000,4000,9000,instancias/programacion-dinamica/DP-4000-9000.txt
programacion-dinamica,DP-4000-9500,4000,9500,instancias/programacion-dinamica/DP-4000-9500.txt
programacion-dinamica,DP-4500-500,4500,500,instancias/programacion-dinamica/DP-4500-500.txt
programacion-dinamica,DP-4500-1000,4500,1000,instancias/programacion-dinamica/DP-4500-1000.txt
programacion-dinamica,DP-4500-1500,4500,1500,instancias/programacion-dinamica/DP-4500-1500.txt
programacion-dinamica,DP-4500-2000,4500,2000,instancias/programacion-dinamica/DP-4500-2000.txt
programacion-dinamica,DP-4500-2500,4500,2500,instancias/programacion-dinamica/DP-4500-2500.txt
programacion-dinamica,DP-4500-3000,4500,3000,instancias/programacion-dinamica/DP-4500-3000.txt
programacion-dinamica,DP-4500-3500,4500,3500,instancias/programacion-dinamica/DP-4500-3500.txt
programacion-dinamica,DP-4500-4000,4500,4000,instancias/programacion-dinamica/DP-4500-4000.txt
programacion-dinamica,DP-4500-4500,4500,4500,instancias/programacion-dinamica/DP-4500-4500.txt
programacion-dinamica,DP-4500-5000,4500,5000,instancias/programacion-dinamica/DP-4500-5000.txt
programacion-dinamica,DP-4500-5500,4500,5500,instancias/programacion-dinamica/DP-4500-5500.txt
programacion-dinamica,DP-4500-6000,4500,6000,instancias/programacion-dinamica/DP-4500-6000.txt
programacion-dinamica,DP-4500-6500,4500,6500,instancias/programacion-dinamica/DP-4500-6500.txt
programacion-dinamica,DP-4500-7000,4500,7000,instancias/programacion-dinamica/DP-4500-7000.txt
programacion-dinamica,DP-4500-7500,4500,7500,instancias/programacion-dinamica/DP-4500-7500.txt
programacion-dinamica,DP-4500-8000,4500,8000,instancias/programacion-dinamica/DP-4500-8000.txt
programacion-dinamica,DP-4500-8500,4500,8500,instancias/programacion-dinamica/DP-4500-8500.txt
programacion-dinamica,DP-4500-9000,4500,9000,instancias/programacion-dinamica/DP-4500-9000.txt
programacion-dinamica,DP-4500-9500,4500,9500,instancias/programacion-dinamica/DP-4500-9500.txt
programacion-dinamica,DP-5000-500,5000,500,instancias/programacion-dinamica/DP-5000-500.txt
programacion-dinamica,DP-5000-1000,5000,1000,instancias/programacion-dinamica/DP-5000-1000.txt
programacion-dinamica,DP-5000-1500,5000,1500,instancias/programacion-dinamica/DP-5000-1500.txt
programacion-dinamica,DP-5000-2000,5000,2000,instancias/programacion-dinamica/DP-5000-2000.txt
programacion-dinamica,DP-5000-2500,5000,2500,instancias/programacion-dinamica/DP-5000-2500.txt
programacion-dinamica,DP-5000-3000,5000,3000,instancias/programacion-dinamica/DP-5000-3000.txt
programacion-dinamica,DP-5000-3500,5000,3500,instancias/programacion-dinamica/DP-5000-3500.txt
programacion-dinamica,DP-5000-4000,5000,4000,instancias/programacion-dinamica/DP-5000-4000.txt
programacion-dinamica,DP-5000-4500,5000,4500,instancias/programacion-dinamica/DP-5000-4500.txt
programacion-dinamica,DP-5000-5000,5000,5000,instancias/programacion-dinamica/DP-5000-5000.txt
programacion-dinamica,DP-5000-5500,5000,5500,instancias/programacion-dinamica/DP-5000-5500.txt
programacion-dinamica,DP-5000-6000,5000,6000,instancias/programacion-dinamica/DP-5000-6000.txt
programacion-dinamica,DP-5000-6500,5000,6500,instancias/programacion-dinamica/DP-5000-6500.txt
programacion-dinamica,DP-5000-7000,5000,7000,instancias/programacion-dinamica/DP-5000-7000.txt
programacion-dinamica,DP-5000-7500,5000,7500,instancias/programacion-dinamica/DP-5000-7500.txt
programacion-dinamica,DP-5000-8000,5000,8000,instancias/programacion-dinamica/DP-5000-8000.txt
programacion-dinamica,DP-5000-8500,5000,8500,instancias/programacion-dinamica/DP-5000-8500.txt
programacion-dinamica,DP-5000-9000,5000,9000,instancias/programacion-dinamica/DP-5000-9000.txt
programacion-dinamica,DP-5000-9500,5000,9500,instancias/programacion-dinamica/DP-5000-9500.txt
programacion-dinamica,DP-5500-500,5500,500,instancias/programacion-dinamica/DP-5500-500.txt
programacion-dinamica,DP-5500-1000,5500,1000,instancias/programacion-dinamica/DP-5500-1000.txt
programacion-dinamica,DP-5500-1500,5500,1500,instancias/programacion-dinamica/DP-5500-1500.txt
programacion-dinamica,DP-5500-2000,5500,2000,instancias/programacion-dinamica/DP-5500-2000.txt
programacion-dinamica,DP-5500-2500,5500,2500,instancias/programacion-dinamica/DP-5500-2500.txt
programacion-dinamica,DP-5500-3000,5500,3000,instancias/programacion-dinamica/DP-5500-3000.txt
programacion-dinamica,DP-5500-3500,5500,3500,instancias/programacion-dinamica/DP-5500-3500.txt
programacion-dinamica,DP-5500-4000,5500,4000,instancias/programacion-dinamica/DP-5500-4000.txt
programacion-dinamica,DP-5500-4500,5500,4500,instancias/programacion-dinamica/DP-5500-4500.txt
programacion-dinamica,DP-5500-5000,5500,5000,instancias/programacion-dinamica/DP-5500-5000.txt
programacion-dinamica,DP-5500-5500,5500,5500,instancias/programacion-dinamica/DP-5500-5500.txt
programacion-dinamica,DP-5500-6000,5500,6000,instancias/programacion-dinamica/DP-5500-6000.txt
programacion-dinamica,DP-5500-6500,5500,6500,instancias/programacion-dinamica/DP-5500-6500.txt
programacion-dinamica,DP-5500-7000,5500,7000,instancias/programacion-dinamica/DP-5500-7000.txt
programacion-dinamica,DP-5500-7500,5500,7500,instancias/programacion-dinamica/DP-5500-7500.txt
programacion-dinamica,DP-5500-8000,5500,8000,instancias/programacion-dinamica/DP-5500-8000.txt
programacion-dinamica,DP-5500-8500,5500,8500,instancias/programacion-dinamica/DP-5500-8500.txt
programacion-dinamica,DP-5500-9000,5500,9000,instancias/programacion-dinamica/DP-5500-9000.txt
programacion-dinamica,DP-5500-9500,5500,9500,instancias/programacion-dinamica/DP-5500-9500.txt
programacion-dinamica,DP-6000-500,6000,500,instancias/programacion-dinamica/DP-6000-500.txt
programacion-dinamica,DP-6000-1000,6000,1000,instancias/programacion-dinamica/DP-6000-1000.txt
programacion-dinamica,DP-6000-1500,6000,1500,instancias/programacion-dinamica/DP-6000-1500.txt
programacion-dinamica,DP-6000-2000,6000,2000,instancias/programacion-dinamica/DP-6000-2000.txt
programacion-dinamica,DP-6000-2500,6000,2500,instancias/programacion-dinamica/DP-6000-2500.txt
programacion-dinamica,DP-6000-3000,6000,3000,instancias/programacion-dinamica/DP-6000-3000.txt
programacion-dinamica,DP-6000-3500,6000,3500,instancias/programacion-dinamica/DP-6000-3500.txt
programacion-dinamica,DP-6000-4000,6000,4000,instancias/programacion-dinamica/DP-6000-4000.txt
programacion-dinamica,DP-6000-4500,6000,4500,instancias/programacion-dinamica/DP-6000-4500.txt
programacion-dinamica,DP-6000-5000,6000,5000,instancias/programacion-dinamica/DP-6000-5000.txt
programacion-dinamica,DP-6000-5500,6000,5500,instancias/programacion-dinamica/DP-6000-5500.txt
programacion-dinamica,DP-6000-6000,6000,6000,instancias/programacion-dinamica/DP-6000-6000.txt
programacion-dinamica,DP-6000-6500,6000,6500,instancias/programacion-dinamica/DP-6000-6500.txt
programacion-dinamica,DP-6000-7000,6000,7000,instancias/programacion-dinamica/DP-6000-7000.txt
programacion-dinamica,DP-6000-7500,6000,7500,instancias/programacion-dinamica/DP-6000-7500.txt
programacion-dinamica,DP-6000-8000,6000,8000,instancias/programacion-dinamica/DP-6000-8000.txt
programacion-dinamica,DP-6000-8500,6000,8500,instancias/programacion-dinamica/DP-6000-8500.txt
programacion-dinamica,DP-6000-9000,6000,9000,instancias/programacion-dinamica/DP-6000-9000.txt
programacion-dinamica,DP-6000-9500,6000,9500,instancias/programacion-dinamica/DP-6000-9500.txt
programacion-dinamica,DP-6500-500,6500,500,instancias/programacion-dinamica/DP-6500-500.txt
programacion-dinamica,DP-6500-1000,6500,1000,instancias/programacion-dinamica/DP-6500-1000.txt
programacion-dinamica,DP-6500-1500,6500,1500,instancias/programacion-dinamica/DP-6500-1500.txt
programacion-dinamica,DP-6500-2000,6500,2000,instancias/programacion-dinamica/DP-6500-2000.txt
programacion-dinamica,DP-6500-2500,6500,2500,instancias/programacion-dinamica/DP-6500-2500.txt
programacion-dinamica,DP-6500-3000,6500,3000,instancias/programacion-dinamica/DP-6500-3000.txt
programacion-dinamica,DP-6500-3500,6500,3500,instancias/programacion-dinamica/DP-6500-3500.txt
programacion-dinamica,DP-6500-4000,6500,4000,instancias/programacion-dinamica/DP-6500-4000.txt
programacion-dinamica,DP-6500-4500,6500,4500,instancias/programacion-dinamica/DP-6500-4500.txt
programacion-dinamica,DP-6500-5000,6500,5000,instancias/programacion-dinamica/DP-6500-5000.txt
programacion-dinamica,DP-6500-5500,6500,5500,instancias/programacion-dinamica/DP-6500-5500.txt
programacion-dinamica,DP-6500-6000,6500,6000,instancias/programacion-dinamica/DP-6500-6000.txt
programacion-dinamica,DP-6500-6500,6500,6500,instancias/programacion-dinamica/DP-6500-6500.txt
programacion-dinamica,DP-6500-7000,6500,7000,instancias/programacion-dinamica/DP-6500-7000.txt
programacion-dinamica,DP-6500-7500,6500,7500,instancias/programacion-dinamica/DP-6500-7500.txt
programacion-dinamica,DP-6500-8000,6500,8000,instancias/programacion-dinamica/DP-6500-8000.txt
programacion-dinamica,DP-6500-8500,6500,8500,instancias/programacion-dinamica/DP-6500-8500.txt
programacion-dinamica,DP-6500-9000,6500,9000,instancias/programacion-dinamica/DP-6500-9000.txt
programacion-dinamica,DP-6500-9500,6500,9500,instancias/programacion-dinamica/DP-6500-9500.txt
programacion-dinamica,DP-7000-500,7000,500,instancias/programacion-dinamica/DP-7000-500.txt
programacion-dinamica,DP-7000-1000,7000,1000,instancias/programacion-dinamica/DP-7000-1000.txt
programacion-dinamica,DP-7000-1500,7000,1500,instancias/programacion-dinamica/DP-7000-1500.txt
programacion-dinamica,DP-7000-2000,7000,2000,instancias/programacion-dinamica/DP-7000-2000.txt
programacion-dinamica,DP-7000-2500,7000,2500,instancias/programacion-dinamica/DP-7000-2500.txt
programacion-dinamica,DP-7000-3000,7000,3000,instancias/programacion-dinamica/DP-7000-3000.txt
programacion-dinamica,DP-7000-3500,7000,3500,instancias/programacion-dinamica/DP-7000-3500.txt
programacion-dinamica,DP-7000-4000,7000,4000,instancias/programacion-dinamica/DP-7000-4000.txt
programacion-dinamica,DP-7000-4500,7000,4500,instancias/programacion-dinamica/DP-7000-4500.txt
programacion-dinamica,DP-7000-5000,7000,5000,instancias/programacion-dinamica/DP-7000-5000.txt
programacion-dinamica,DP-7000-5500,7000,5500,instancias/programacion-dinamica/DP-7000-5500.txt
programacion-dinamica,DP-7000-6000,7000,6000,instancias/programacion-dinamica/DP-7000-6000.txt
programacion-dinamica,DP-7000-6500,7000,6500,instancias/programacion-dinamica/DP-7000-6500.txt
programacion-dinamica,DP-7000-7000,7000,7000,instancias/programacion-dinamica/DP-7000-7000.txt
programacion-dinamica,DP-7000-7500,7000,7500,instancias/programacion-dinamica/DP-7000-7500.txt
programacion-dinamica,DP-7000-8000,7000,8000,instancias/programacion-dinamica/DP-7000-8000.txt
programacion-dinamica,DP-7000-8500,7000,8500,instancias/programacion-dinamica/DP-7000-8500.txt
programacion-dinamica,DP-7000-9000,7000,9000,instancias/programacion-dinamica/DP-7000-9000.txt
programacion-dinamica,DP-7000-9500,7000,9500,instancias/programacion-dinamica/DP-7000-9500.txt
programacion-dinamica,DP-7500-500,7500,500,instancias/programacion-dinamica/DP-7500-500.txt
programacion-dinamica,DP-7500-1000,7500,1000,instancias/programacion-dinamica/DP-7500-1000.txt
programacion-dinamica,DP-7500-1500,7500,1500,instancias/programacion-dinamica/DP-7500-1500.txt
programacion-dinamica,DP-7500-2000,7500,2000,instancias/programacion-dinamica/DP-7500-2000.txt
programacion-dinamica,DP-7500-2500,7500,2500,instancias/programacion-dinamica/DP-7500-2500.txt
programacion-dinamica,DP-7500-3000,7500,3000,instancias/programacion-dinamica/DP-7500-3000.txt
programacion-dinamica,DP-7500-3500,7500,3500,instancias/programacion-dinamica/DP-7500-3500.txt
programacion-dinamica,DP-7500-4000,7500,4000,instancias/programacion-dinamica/DP-7500-4000.txt
programacion-dinamica,DP-7500-4500,7500,4500,instancias/programacion-dinamica/DP-7500-4500.txt
programacion-dinamica,DP-7500-5000,7500,5000,instancias/programacion-dinamica/DP-7500-5000.txt
programacion-dinamica,DP-7500-5500,7500,5500,instancias/programacion-dinamica/DP-7500-5500.txt
programacion-dinamica,DP-7500-6000,7500,6000,instancias/programacion-dinamica/DP-7500-6000.txt
programacion-dinamica,DP-7500-6500,7500,6500,instancias/programacion-dinamica/DP-7500-6500.txt
programacion-dinamica,DP-7500-7000,7500,7000,instancias/programacion-dinamica/DP-7500-7000.txt
programacion-dinamica,DP-7500-7500,7500,7500,instancias/programacion-dinamica/DP-7500-7500.txt
programacion-dinamica,DP-7500-8000,7500,8000,instancias/programacion-dinamica/DP-7500-8000.txt
programacion-dinamica,DP-7500-8500,7500,8500,instancias/programacion-dinamica/DP-7500-8500.txt
programacion-dinamica,DP-7500-9000,7500,9000,instancias/programacion-dinamica/DP-7500-9000.txt
programacion-dinamica,DP-7500-9500,7500,9500,instancias/programacion-dinamica/DP-7500-9500.txt
programacion-dinamica,DP-8000-500,8000,500,instancias/programacion-dinamica/DP-8000-500.txt
programacion-dinamica,DP-8000-1000,8000,1000,instancias/programacion-dinamica/DP-8000-1000.txt
